,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
604,chr-sos-f73,23,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16717112574534454,0.0,0.2541020332019482,0.0,0.253687103095083,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
605,chr-sos-s96,23,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16717112574534454,0.0,0.2541020332019482,0.0,0.253687103095083,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
606,alignment,119,18.0,101.0,7.0,112.0,7.0,112.0,0.0,119.0,0.1513,0.0588,0.0588,0.0,0.3889,1.0,0.0,0.4064832341347636,0.0,0.329930027777809,0.0,0.40933158489147536,0.0,0.27111802767279203,0.0,0.31408281950300876,-0.6125049606780828,-0.5849625007211563,-inf,-0.9250033182115656,0.027674958442848226,-inf
607,substituted,64,0.0,64.0,0.0,64.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009863344838779134,0.0,0.009461912919748742,0.0,0.009192421765027744,0.0,0.6291343568444026,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
608,cyclohexyletynyly,23,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16717112574534454,0.0,0.2541020332019482,0.0,0.253687103095083,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
609,chr-sos-b30,39,1.0,38.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.12132377802613986,0.0,0.07270441395416088,0.0,0.07192884181885534,0.0,1.0,0.0,-2.249113452713728,-inf,-inf,-inf,-inf,-inf,-inf
610,variant,77,5.0,72.0,2.0,75.0,2.0,75.0,0.0,77.0,0.0649,0.026,0.026,0.0,0.4,1.0,0.0,0.211225045699943,0.0,0.06429085526251756,0.0,0.09260477883623305,0.0,0.6409811237663054,0.0,-0.9070387847145899,-1.7898094924859926,-1.7622670325290661,-inf,-0.8844025529836869,0.027674958442848226,-inf
611,chr-sos-70e,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
612,rigidi,34,2.0,32.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.42536367138307585,0.0,0.11024740847070819,0.0,0.10933012711425039,0.0,1.0,0.0,-1.0494411078773642,-inf,-inf,-inf,-inf,-inf,-inf
613,chr-sos-709,8,2.0,6.0,2.0,6.0,2.0,6.0,0.0,8.0,0.25,0.25,0.25,0.0,1.0,1.0,0.0,0.2971461564326622,0.0,0.19725632239649668,0.0,0.19189843680252286,0.0,1.0,0.0,1.038598926835721,1.4755350740350022,1.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
614,template,89,23.0,66.0,13.0,76.0,13.0,76.0,1.0,88.0,0.2584,0.1461,0.1461,0.0112,0.5652,1.0,0.0769,0.00325394095854624,0.0,0.10390361216565486,0.0,0.09900546573456373,0.0,1.0,0.0,1.0862769019801966,0.700563157289051,0.7281056172459779,-0.5935245142245801,-0.3856410873118347,0.027674958442848226,-1.29427417271327
615,war-xch-eb7,8,2.0,6.0,2.0,6.0,2.0,6.0,0.0,8.0,0.25,0.25,0.25,0.0,1.0,1.0,0.0,0.2971461564326622,0.0,0.19725632239649668,0.0,0.19189843680252286,0.0,1.0,0.0,1.038598926835721,1.4755350740350022,1.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
616,clinical-phase,4,1.0,3.0,1.0,3.0,1.0,3.0,0.0,4.0,0.25,0.25,0.25,0.0,1.0,1.0,0.0,0.4369892621596617,0.0,0.3498456866066749,0.0,0.3447250425668356,0.0,1.0,0.0,1.038598926835721,1.4755350740350022,1.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
617,melatonin,76,9.0,67.0,4.0,72.0,4.0,72.0,1.0,75.0,0.1184,0.0526,0.0526,0.0132,0.4444,1.0,0.25,1.0,0.0,0.41221966087388767,0.0,0.4111590549137467,0.0,1.0,0.0,-0.039660087084778514,-0.7732583162221449,-0.7457158562652183,-0.3564853169237307,-0.732543736256682,0.027674958442848226,0.40659841887435294
618,receptor,165,4.0,161.0,1.0,164.0,1.0,164.0,1.0,164.0,0.0242,0.0061,0.0061,0.0061,0.25,1.0,1.0,8.001394709414894e-05,0.0,2.1317971228844168e-05,0.0,2.105680072480257e-05,0.0,0.5313582026699523,0.0,-2.330250215439134,-3.881439967951561,-3.8538975079946343,-1.4701420987192977,-1.5624744580963246,0.027674958442848226,2.4065984188743528
619,agonist,8,1.0,7.0,1.0,7.0,1.0,7.0,0.0,8.0,0.125,0.125,0.125,0.0,1.0,1.0,0.0,1.0,0.0,0.5392392091094529,0.0,0.5326873533559523,0.0,1.0,0.0,0.03859892683572094,0.4755350740350022,0.5030775339919288,-inf,0.4375255419036754,0.027674958442848226,-inf
620,diamond,236,51.0,185.0,46.0,190.0,46.0,190.0,0.0,236.0,0.2161,0.1949,0.1949,0.0,0.902,1.0,0.0,0.0005405212797669925,0.0,1.1052055656309431e-05,0.0,8.502079862783388e-06,0.0,0.03557497793775612,0.0,0.8283699041457787,1.1163410697434426,1.1438835297003693,-inf,0.28872488049696915,0.027674958442848226,-inf
621,models,81,11.0,70.0,6.0,75.0,6.0,75.0,1.0,80.0,0.1358,0.0741,0.0741,0.0123,0.5455,1.0,0.1667,0.7357101766035794,0.0,0.844531167372905,0.0,0.844210712180834,0.0,1.0,0.0,0.15815431153100337,-0.27884757320861336,-0.25130511325168686,-0.45836493094294434,-0.4368233564348045,0.027674958442848226,-0.17807557168867977
622,representative,96,14.0,82.0,14.0,82.0,14.0,82.0,0.0,96.0,0.1458,0.1458,0.1458,0.0,1.0,1.0,0.0,0.5369631088212873,0.0,0.11403868080369226,0.0,0.08027992817848029,0.0,0.4129021787851815,0.0,0.26066155161320875,0.69759769881249,0.7251401587694165,-inf,0.4375255419036754,0.027674958442848226,-inf
623,predicted,1893,48.0,1845.0,44.0,1849.0,44.0,1849.0,5.0,1888.0,0.0254,0.0232,0.0232,0.0026,0.9167,1.0,0.1136,4.619783288267621e-41,0.0,1.7414430677396822e-26,0.0,1.4156628015738262e-25,0.0,3.123548043823483e-08,0.0,-2.2604287659415627,-1.9541963103868754,-1.9266538504299486,-2.700439718141092,0.3120471205038418,0.027674958442848226,-0.7313668411704145
624,protein,538,53.0,485.0,39.0,499.0,39.0,499.0,1.0,537.0,0.0985,0.0725,0.0725,0.0019,0.7358,1.0,0.0256,0.15614328663414473,0.0,0.21630016886920936,0.0,0.27498774455486497,0.0,0.0025502556218746594,0.0,-0.30513353836998974,-0.3103401206121506,-0.2827976606552238,-3.1529519228385987,-0.005088876672799573,0.027674958442848226,-2.8811139606750964
625,transformative,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
626,leap,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
627,substantial,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
628,tanimito,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
629,implementation,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
630,tanimoto,32,3.0,29.0,3.0,29.0,3.0,29.0,0.0,32.0,0.0938,0.0938,0.0938,0.0,1.0,1.0,0.0,1.0,0.0,0.7635072969557681,0.0,0.7595636557489727,0.0,1.0,0.0,-0.375669340198352,0.06126680700092923,0.08880926695785596,-inf,0.4375255419036754,0.027674958442848226,-inf
631,fingerprint,106,23.0,83.0,23.0,83.0,23.0,83.0,0.0,106.0,0.217,0.217,0.217,0.0,1.0,1.0,0.0,0.015569694225353193,0.0,0.0005449611786811661,0.0,0.0004949823230710061,0.0,0.42567885363430036,0.0,0.8343658746181133,1.2713020218173943,1.2988444817743212,-inf,0.4375255419036754,0.027674958442848226,-inf
632,morgan,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
633,rationale,74,20.0,54.0,19.0,55.0,19.0,55.0,0.0,74.0,0.2703,0.2568,0.2568,0.0,0.95,1.0,0.0,0.003950399158316818,0.0,0.00019856044384906167,0.0,0.00015853000896322184,0.0,0.6372248216659784,0.0,1.1512323438209662,1.5142521816078558,1.5417946415647823,-inf,0.36352496045989835,0.027674958442848226,-inf
634,modifications,283,36.0,247.0,28.0,255.0,28.0,255.0,5.0,278.0,0.1272,0.0989,0.0989,0.0177,0.7778,1.0,0.1786,0.785085478264249,0.0,0.6029781254977511,0.0,0.5297587074853365,0.0,0.8157387516316774,0.0,0.06376950257062718,0.1376494052446637,0.16519186520159018,0.06672611380081314,0.07499668178843441,0.027674958442848226,-0.07859759555387362
635,crystallographic,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
636,review,76,11.0,65.0,10.0,66.0,10.0,66.0,0.0,76.0,0.1447,0.1316,0.1316,0.0,0.9091,1.0,0.0,0.6024206049629629,0.0,0.23869915905226377,0.0,0.23197864458332432,0.0,0.6396708455300246,0.0,0.24973575381799604,0.5497664682207942,0.577308928177721,-inf,0.30003644503201493,0.027674958442848226,-inf
637,driven,11,1.0,10.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.4209769685196214,-inf,-inf,-inf,-inf,-inf,-inf
638,contact,64,2.0,62.0,1.0,63.0,1.0,63.0,0.0,64.0,0.0312,0.0156,0.0156,0.0,0.5,1.0,0.0,0.04400952043190046,0.0,0.041777107417454065,0.0,0.06265838836995834,0.0,0.6291343568444026,0.0,-1.9637112338514802,-2.526775086652199,-2.4992326266952722,-inf,-0.5624744580963246,0.027674958442848226,-inf
639,conformational,83,34.0,49.0,31.0,52.0,31.0,52.0,5.0,78.0,0.4096,0.3735,0.3735,0.0602,0.9118,1.0,0.1613,6.453034203245946e-08,0.0,2.5135050805288206e-09,0.0,1.6596451927448392e-09,0.0,0.016703982895197565,0.0,1.7508865472862718,2.054715222162152,2.082257682119079,1.8327402404775177,0.30431485621899096,0.027674958442848226,-0.22558323751945378
640,initial,275,80.0,195.0,77.0,198.0,77.0,198.0,9.0,266.0,0.2909,0.28,0.28,0.0327,0.9625,1.0,0.1169,5.81098971678571e-10,0.0,7.62993210202726e-15,0.0,3.112661353974102e-15,0.0,0.060780102973735005,0.0,1.257194128386578,1.6390338063178818,1.6665762662748083,0.9522673892158983,0.3823839877112144,0.027674958442848226,-0.69005474614344
641,ligand,537,41.0,496.0,28.0,509.0,28.0,509.0,1.0,536.0,0.0764,0.0521,0.0521,0.0019,0.6829,1.0,0.0357,0.003178194193466319,0.0,0.0036330378382317843,0.0,0.005524268687631433,0.0,0.0025453472551632936,0.0,-0.67168462467798,-0.7870377432359391,-0.7594952832790123,-3.1529519228385987,-0.11272821907531558,0.027674958442848226,-2.4013336966459966
642,obtained,125,22.0,103.0,15.0,110.0,15.0,110.0,2.0,123.0,0.176,0.12,0.12,0.016,0.6818,1.0,0.1333,0.11086844332142555,0.0,0.27982150482394397,0.0,0.27388773684792495,0.0,1.0,0.0,0.5322462608109311,0.4166413849814337,0.4441838449383603,-0.07895134139482188,-0.11505395350582791,0.027674958442848226,-0.5006528955861234
643,refined,152,4.0,148.0,1.0,151.0,1.0,151.0,0.0,152.0,0.0263,0.0066,0.0066,0.0,0.25,1.0,0.0,0.0002211045966304008,0.0,7.148944840887258e-05,0.0,6.765896155273003e-05,0.0,0.1857498588634242,0.0,-2.210194463421426,-3.767783186155994,-3.740240726199067,-inf,-1.5624744580963246,0.027674958442848226,-inf
644,running,13,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847187889905277,0.0,0.6181532449373273,0.0,0.6176979757266597,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
645,minimization,46,2.0,44.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.16517468068538643,0.0,0.030643225745863756,0.0,0.050059560473650504,0.0,1.0,0.0,-1.4842418619776379,-inf,-inf,-inf,-inf,-inf,-inf
646,amber,15,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39594559605231405,0.0,0.6290084538427057,0.0,0.6273995870192439,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
647,tethering,11,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213557359782087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
648,harmonic,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
649,restraints,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
650,output,61,3.0,58.0,3.0,58.0,3.0,58.0,0.0,61.0,0.0492,0.0492,0.0492,0.0,1.0,1.0,0.0,0.15444799251247965,0.0,0.48933109267378,0.0,0.4869109088022474,0.0,0.6283230277745802,0.0,-1.3065989473744886,-0.8696628001752074,-0.8421203402182809,-inf,0.4375255419036754,0.027674958442848226,-inf
651,thoroughly,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
652,validated,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
653,knowledge,13,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847187889905277,0.0,0.6181532449373273,0.0,0.6176979757266597,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
654,bio-molecules,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
655,information,99,8.0,91.0,8.0,91.0,8.0,91.0,0.0,99.0,0.0808,0.0808,0.0808,0.0,1.0,1.0,0.0,0.34722071299841,0.0,1.0,0.0,1.0,0.0,0.41603325911974487,0.0,-0.5909019699619338,-0.15396582276265258,-0.12642336280572586,-inf,0.4375255419036754,0.027674958442848226,-inf
656,chem,4833,264.0,4569.0,212.0,4621.0,212.0,4621.0,24.0,4809.0,0.0546,0.0439,0.0439,0.005,0.803,1.0,0.1132,5.426181674079797e-37,0.0,4.607797850850998e-24,0.0,1.0450453269673774e-22,0.0,3.654256705358189e-11,0.0,-1.156356311793876,-1.034100175979089,-1.0065577160221624,-1.7570232465074596,0.12099743475890268,0.027674958442848226,-0.7364557178432142
657,inf,627,48.0,579.0,42.0,585.0,42.0,585.0,2.0,625.0,0.0766,0.067,0.067,0.0032,0.875,1.0,0.0476,0.001448213857237711,0.0,0.07117578409130104,0.0,0.09432556775544146,0.0,0.0049990765840567455,0.0,-0.6679128707887712,-0.4241600201693125,-0.39661756021238576,-2.4008794362821844,0.2448804639612793,0.027674958442848226,-1.986296197367153
658,model,634,110.0,524.0,87.0,547.0,87.0,547.0,6.0,628.0,0.1735,0.1372,0.1372,0.0095,0.7909,1.0,0.069,0.0011985263396104649,0.0,0.0005747396551497399,0.0,0.00031211727946886504,0.0,0.1998919837906575,0.0,0.5116064947518948,0.6098874606583649,0.6374299206152916,-0.8310238279512362,0.09909274143082093,0.027674958442848226,-1.450661409009565
659,crystallography,23,2.0,21.0,2.0,21.0,2.0,21.0,0.0,23.0,0.087,0.087,0.087,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.48424186197763774,-0.047305714778356635,-0.019763254821430112,-inf,0.4375255419036754,0.027674958442848226,-inf
660,database,274,27.0,247.0,19.0,255.0,19.0,255.0,0.0,274.0,0.0985,0.0693,0.0693,0.0,0.7037,1.0,0.0,0.34835354715519895,0.0,0.3328614680753378,0.0,0.3853955117193433,0.0,0.02533335611249537,0.0,-0.30513353836998974,-0.3754657633772335,-0.34792330342030686,-inf,-0.06944203996798393,0.027674958442848226,-inf
661,appl,332,50.0,282.0,45.0,287.0,45.0,287.0,5.0,327.0,0.1506,0.1355,0.1355,0.0151,0.9,1.0,0.1111,0.182995977489391,0.0,0.013897582818137567,0.0,0.0100588539611473,0.0,1.0,0.0,0.30739260195819984,0.5918998307267869,0.6194422906837135,-0.16247469695710523,0.2855224484586253,0.027674958442848226,-0.7634708592860044
662,cryst,4116,159.0,3957.0,112.0,4004.0,112.0,4004.0,19.0,4097.0,0.0386,0.0272,0.0272,0.0046,0.7044,1.0,0.1696,1.736247641785062e-54,0.0,1.0517498128387324e-43,0.0,4.9152650155882136e-42,0.0,1.2421046577962438e-10,0.0,-1.6566564154456478,-1.724714464264108,-1.6971720043071812,-1.8773174802251715,-0.06800764381456573,0.027674958442848226,-0.15319350611189728
663,726-729,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
664,brief,89,17.0,72.0,14.0,75.0,14.0,75.0,1.0,88.0,0.191,0.1573,0.1573,0.0112,0.8235,1.0,0.0714,0.11466729862905875,0.0,0.06902142346752295,0.0,0.06674554713650997,0.0,1.0,0.0,0.6502434702093827,0.8071256499012394,0.8346681098581661,-0.5935245142245801,0.15736609696794301,0.027674958442848226,-1.4013336966459968
665,description,12,2.0,10.0,2.0,10.0,2.0,10.0,2.0,10.0,0.1667,0.1667,0.1667,0.1667,1.0,1.0,1.0,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.02236527190380615,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,3.3021589527042323,0.4375255419036754,0.027674958442848226,2.4065984188743528
666,fluorination,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
667,tetrahydroquinoline,20,2.0,18.0,0.0,20.0,0.0,20.0,0.0,20.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.40361675693885934,0.0,0.40160641735489155,0.0,1.0,0.0,-0.2833291680516412,-inf,-inf,-inf,-inf,-inf,-inf
668,increase,389,55.0,334.0,39.0,350.0,39.0,350.0,4.0,385.0,0.1414,0.1003,0.1003,0.0103,0.7091,1.0,0.1026,0.31481302950545886,0.0,0.532775477904571,0.0,0.4205673681199542,0.0,0.42188803786346246,0.0,0.21645295209567034,0.15792858509773358,0.18547104505465994,-0.7143789090989656,-0.05841345678703191,0.027674958442848226,-0.8782989450680425
669,occupancy,27,9.0,18.0,8.0,19.0,8.0,19.0,2.0,25.0,0.3333,0.2963,0.2963,0.0741,0.8889,1.0,0.25,0.012971315703638289,0.0,0.006735121659594748,0.0,0.0060670543746197386,0.0,0.08462157553241871,0.0,1.4534921493965198,1.7206656054468352,1.7482080654037617,2.1324502960236495,0.26761857403666456,0.027674958442848226,0.40659841887435294
670,disruption,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
671,surrounding,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
672,simulation,37,15.0,22.0,14.0,23.0,14.0,23.0,1.0,36.0,0.4054,0.3784,0.3784,0.027,0.9333,1.0,0.0714,0.0003088723601184268,0.0,4.807865197950628e-05,0.0,3.966347582510039e-05,0.0,0.4729447656156919,0.0,1.7360169207531706,2.073519067824948,2.1010615277818747,0.6759361607686467,0.3379383426097641,0.027674958442848226,-1.4013336966459968
673,methylation,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
674,adopt,18,7.0,11.0,1.0,17.0,1.0,17.0,0.0,18.0,0.3889,0.0556,0.0556,0.0,0.1429,1.0,0.0,0.014659966121063996,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.67607006672048,-0.6932362327909398,-0.6656937728340132,-inf,-2.3693966365499577,0.027674958442848226,-inf
675,equatorial,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
676,preferred,59,18.0,41.0,12.0,47.0,12.0,47.0,0.0,59.0,0.3051,0.2034,0.2034,0.0,0.6667,1.0,0.0,0.0014537503856826024,0.0,0.015279633329445796,0.0,0.013933737802377544,0.0,1.0,0.0,1.3259530118649279,1.1779266583430528,1.2054691182999795,-inf,-0.14736482586874528,0.027674958442848226,-inf
677,ref,400,55.0,345.0,41.0,359.0,41.0,359.0,0.0,400.0,0.1375,0.1025,0.1025,0.0,0.7455,1.0,0.0,0.40081816838458967,0.0,0.42961887907245305,0.0,0.37619879706413994,0.0,0.0021601420550029734,0.0,0.176102450585656,0.18923088887836098,0.21677334883528782,-inf,0.013805799525030745,0.027674958442848226,-inf
678,impacting,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
679,favourably,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
680,enthalpic,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
681,contributions,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
682,biophys,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
683,feb,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
684,compatible,19,4.0,15.0,3.0,16.0,3.0,16.0,2.0,17.0,0.2105,0.1579,0.1579,0.1053,0.75,1.0,0.6667,0.3061218518568345,0.0,0.42129037750989073,0.0,0.41776332172299113,0.0,0.04776815779165146,0.0,0.79049106524003,0.8126181503457899,0.8401606103027165,2.639410284743533,0.02248804262483142,0.027674958442848226,1.8217080511019326
685,r-cn,9,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102712812466811,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
686,step-change,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
687,activities,11,1.0,10.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.4209769685196214,-inf,-inf,-inf,-inf,-inf,-inf
688,tend,182,20.0,162.0,14.0,168.0,14.0,168.0,0.0,182.0,0.1099,0.0769,0.0769,0.0,0.7,1.0,0.0,0.7335435118499545,0.0,0.6944686226458346,0.0,0.791375032495069,0.0,0.07895823899135225,0.0,-0.1471377817644974,-0.22533751755262083,-0.19779505759569416,-inf,-0.07704763092608308,0.027674958442848226,-inf
